freeMints,address
10,0x8f63e3cD0D14cAef993E59B4e01e3D404cF3c1B7
10,0x2E2989015f5818A256EB967940454EfE8a0B4b5d
10,0x927a146e18294efb36edCacC99D9aCEA6aB16b95
10,0x4757D97449acA795510b9f3152C6a9019A3545c3
10,0x424bFb32f78731252a6BCeDc828E38e2701DAAEf
10,0xC66fAdfFeb6DA3b9A7FA3C71130F881e3a9B13fb
10,0xFE5124f99f544a84C3C6D0A26339a04937cD2Ff4
12,0xeA1688488BE7D2E1fC259ceef2b9b514A701f1D2
12,0x4100a9B680B1Be1F10Cb8b5a57fE59eA77A8184e
12,0xCe433Dd6f23333799C11199104AA6986333b7B0b
