freeMints,address
10,0x8f63e3cD0D14cAef993E59B4e01e3D404cF3c1B7
10,0x2E2989015f5818A256EB967940454EfE8a0B4b5d
10,0x927a146e18294efb36edCacC99D9aCEA6aB16b95
10,0x4757D97449acA795510b9f3152C6a9019A3545c3
10,0x424bFb32f78731252a6BCeDc828E38e2701DAAEf
10,0xC66fAdfFeb6DA3b9A7FA3C71130F881e3a9B13fb
